Id,Id2,Geography,Total; Estimate; All households,Total; Margin of Error; All households,Percent; Estimate; All households,Percent; Margin of Error; All households,Limited English-speaking households; Estimate; All households,Limited English-speaking households; Margin of Error; All households,Percent limited English-speaking households; Estimate; All households,Percent limited English-speaking households; Margin of Error; All households,Total; Estimate; Households speaking -- - Spanish,Total; Margin of Error; Households speaking -- - Spanish,Percent; Estimate; Households speaking -- - Spanish,Percent; Margin of Error; Households speaking -- - Spanish,Limited English-speaking households; Estimate; Households speaking -- - Spanish,Limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Percent limited English-speaking households; Estimate; Households speaking -- - Spanish,Percent limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Total; Estimate; Households speaking -- - Other Indo-European languages,Total; Margin of Error; Households speaking -- - Other Indo-European languages,Percent; Estimate; Households speaking -- - Other Indo-European languages,Percent; Margin of Error; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Total; Estimate; Households speaking -- - Asian and Pacific Island languages,Total; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Total; Estimate; Households speaking -- - Other languages,Total; Margin of Error; Households speaking -- - Other languages,Percent; Estimate; Households speaking -- - Other languages,Percent; Margin of Error; Households speaking -- - Other languages,Limited English-speaking households; Estimate; Households speaking -- - Other languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other languages
0600000US3602907894,3602907894,"Brant town, Erie County, New York",961,103,(X),(X),0,11,0,3.1,6,9,0.6,0.9,0,11,0,100,34,22,3.5,2.3,0,11,0,48.9,0,11,0,3.1,0,11,-,**,0,11,0,3.1,0,11,-,**
0600000US3602911000,3602911000,"Buffalo city, Erie County, New York",110636,1025,(X),(X),5133,473,4.6,0.4,9494,531,8.6,0.5,2425,337,25.5,3.3,4811,456,4.3,0.4,892,176,18.5,3.1,2110,331,1.9,0.3,902,234,42.7,7.8,2609,352,2.4,0.3,914,217,35,6.9
0600000US3602913035,3602913035,"Cattaraugus Reservation, Erie County, New York",785,78,(X),(X),6,9,0.8,1.1,5,9,0.6,1.1,0,11,0,100,38,32,4.8,4.1,0,11,0,46.2,0,11,0,3.7,0,11,-,**,77,34,9.8,4.2,6,9,7.8,11.3
0600000US3602915011,3602915011,"Cheektowaga town, Erie County, New York",39178,601,(X),(X),486,130,1.2,0.3,956,184,2.4,0.5,129,86,13.5,8.2,1684,210,4.3,0.5,243,83,14.4,5.1,462,108,1.2,0.3,90,57,19.5,12.4,175,95,0.4,0.2,24,24,13.7,14
0600000US3602915825,3602915825,"Clarence town, Erie County, New York",11917,278,(X),(X),38,34,0.3,0.3,223,70,1.9,0.6,0,24,0,12.6,585,158,4.9,1.3,13,19,2.2,3.3,344,85,2.9,0.7,25,28,7.3,8.3,70,45,0.6,0.4,0,24,0,33.3
0600000US3602916870,3602916870,"Colden town, Erie County, New York",1339,93,(X),(X),0,11,0,2.2,28,42,2.1,3.2,0,11,0,53.8,55,38,4.1,2.9,0,11,0,38.4,8,14,0.6,1,0,11,0,100,0,11,0,2.2,0,11,-,**
0600000US3602917200,3602917200,"Collins town, Erie County, New York",1641,152,(X),(X),29,20,1.8,1.2,13,13,0.8,0.8,7,10,53.8,53.8,11,13,0.7,0.8,11,13,100,85.9,16,14,1,0.8,11,12,68.8,46.6,11,11,0.7,0.7,0,16,0,85.9
0600000US3602917585,3602917585,"Concord town, Erie County, New York",3609,169,(X),(X),10,16,0.3,0.4,10,13,0.3,0.4,0,16,0,90.1,138,63,3.8,1.8,10,16,7.2,12.2,9,13,0.2,0.4,0,16,0,95,0,16,0,0.8,0,16,-,**
0600000US3602923415,3602923415,"Eden town, Erie County, New York",3114,145,(X),(X),0,16,0,1,19,21,0.6,0.7,0,16,0,65.4,52,35,1.7,1.1,0,16,0,39.5,8,13,0.3,0.4,0,16,0,100,0,16,0,1,0,16,-,**
0600000US3602924130,3602924130,"Elma town, Erie County, New York",4919,203,(X),(X),30,35,0.6,0.7,42,42,0.9,0.8,0,18,0,44,185,77,3.8,1.5,30,35,16.2,17.3,21,35,0.4,0.7,0,18,0,62.2,0,18,0,0.6,0,18,-,**
0600000US3602924801,3602924801,"Evans town, Erie County, New York",6827,219,(X),(X),3,5,0,0.1,134,80,2,1.2,0,18,0,19.9,215,90,3.1,1.3,3,5,1.4,2.5,0,18,0,0.4,0,18,-,**,30,47,0.4,0.7,0,18,0,52
0600000US3602929828,3602929828,"Grand Island town, Erie County, New York",8044,228,(X),(X),57,44,0.7,0.5,218,132,2.7,1.6,0,21,0,12.8,398,151,4.9,1.9,28,30,7,8,65,51,0.8,0.6,29,33,44.6,40.9,14,23,0.2,0.3,0,21,0,76.1
0600000US3602931654,3602931654,"Hamburg town, Erie County, New York",24276,462,(X),(X),149,87,0.6,0.4,371,126,1.5,0.5,31,29,8.4,7.9,560,152,2.3,0.6,38,32,6.8,5.7,88,75,0.4,0.3,55,68,62.5,42.3,99,59,0.4,0.2,25,31,25.3,25.2
0600000US3602935122,3602935122,"Holland town, Erie County, New York",1467,106,(X),(X),0,11,0,2,18,21,1.2,1.4,0,11,0,67.2,21,22,1.4,1.5,0,11,0,62.2,0,11,0,2,0,11,-,**,0,11,0,2,0,11,-,**
0600000US3602940189,3602940189,"Lackawanna city, Erie County, New York",7472,287,(X),(X),362,154,4.8,2.1,326,85,4.4,1.1,98,75,30.1,20.2,426,120,5.7,1.7,118,93,27.7,18.3,29,27,0.4,0.4,10,14,34.5,40.7,461,116,6.2,1.6,136,84,29.5,16
0600000US3602941146,3602941146,"Lancaster town, Erie County, New York",17722,352,(X),(X),245,124,1.4,0.7,258,113,1.5,0.6,90,83,34.9,27.7,985,210,5.6,1.2,145,73,14.7,7.7,66,50,0.4,0.3,10,14,15.2,21.4,64,50,0.4,0.3,0,24,0,35.3
0600000US3602945601,3602945601,"Marilla town, Erie County, New York",2138,107,(X),(X),0,16,0,1.4,55,82,2.6,3.8,0,16,0,38.4,106,73,5,3.4,0,16,0,24.3,0,16,0,1.4,0,16,-,**,0,16,0,1.4,0,16,-,**
0600000US3602950716,3602950716,"Newstead town, Erie County, New York",3773,155,(X),(X),0,16,0,0.8,53,44,1.4,1.2,0,16,0,39.1,44,39,1.2,1,0,16,0,43,22,27,0.6,0.7,0,16,0,60.7,13,21,0.3,0.6,0,16,0,79
0600000US3602951803,3602951803,"North Collins town, Erie County, New York",1293,100,(X),(X),11,12,0.9,1,10,15,0.8,1.2,0,11,0,90.1,50,25,3.9,1.9,7,11,14,24,6,7,0.5,0.6,4,6,66.7,64.1,0,11,0,2.3,0,11,-,**
0600000US3602955277,3602955277,"Orchard Park town, Erie County, New York",11469,283,(X),(X),47,43,0.4,0.4,121,64,1.1,0.6,19,30,15.7,23.7,353,129,3.1,1.1,13,21,3.7,5.9,160,99,1.4,0.9,15,25,9.4,14.6,66,43,0.6,0.4,0,21,0,34.6
0600000US3602965277,3602965277,"Sardinia town, Erie County, New York",999,95,(X),(X),0,11,0,3,20,17,2,1.8,0,11,0,63.7,24,20,2.4,2,0,11,0,58.2,0,11,0,3,0,11,-,**,0,11,0,3,0,11,-,**
0600000US3602974166,3602974166,"Tonawanda city, Erie County, New York",6955,246,(X),(X),87,91,1.3,1.3,183,94,2.6,1.3,21,33,11.5,16.1,117,69,1.7,1,15,24,12.8,18.6,0,18,0,0.4,0,18,-,**,74,89,1.1,1.3,51,82,68.9,54.6
0600000US3602975000,3602975000,"Tonawanda town, Erie County, New York",33114,483,(X),(X),305,107,0.9,0.3,944,261,2.9,0.8,69,60,7.3,6.1,1274,216,3.8,0.6,192,84,15.1,6,265,107,0.8,0.3,29,34,10.9,11.8,276,123,0.8,0.4,15,26,5.4,9.3
0600000US3602975011,3602975011,"Tonawanda Reservation, Erie County, New York",1,4,(X),(X),0,11,0,100,0,11,0,100,0,11,-,**,0,11,0,100,0,11,-,**,0,11,0,100,0,11,-,**,0,11,0,100,0,11,-,**
0600000US3602977871,3602977871,"Wales town, Erie County, New York",1177,61,(X),(X),0,11,0,2.5,29,33,2.5,2.8,0,11,0,52.9,10,16,0.8,1.4,0,11,0,90.1,0,11,0,2.5,0,11,-,**,0,11,0,2.5,0,11,-,**
0600000US3602980918,3602980918,"West Seneca town, Erie County, New York",19575,331,(X),(X),86,50,0.4,0.3,260,88,1.3,0.5,9,14,3.5,5.3,786,164,4,0.8,72,48,9.2,5.8,38,30,0.2,0.2,5,7,13.2,19.5,128,88,0.7,0.4,0,24,0,20.7
0600000US3603115330,3603115330,"Chesterfield town, Essex County, New York",1024,85,(X),(X),0,11,0,2.9,17,13,1.7,1.3,0,11,0,69.1,49,31,4.8,3.1,0,11,0,40.7,0,11,0,2.9,0,11,-,**,0,11,0,2.9,0,11,-,**
0600000US3603119246,3603119246,"Crown Point town, Essex County, New York",741,61,(X),(X),0,11,0,4,0,11,0,4,0,11,-,**,11,12,1.5,1.6,0,11,0,85.9,0,11,0,4,0,11,-,**,0,11,0,4,0,11,-,**
0600000US3603123833,3603123833,"Elizabethtown town, Essex County, New York",498,77,(X),(X),0,11,0,5.8,10,18,2,3.5,0,11,0,90.1,20,21,4,4,0,11,0,63.7,0,11,0,5.8,0,11,-,**,0,11,0,5.8,0,11,-,**
0600000US3603124768,3603124768,"Essex town, Essex County, New York",266,46,(X),(X),0,11,0,10.7,0,11,0,10.7,0,11,-,**,0,11,0,10.7,0,11,-,**,0,11,0,10.7,0,11,-,**,3,4,1.1,1.5,0,11,0,100
0600000US3603138396,3603138396,"Jay town, Essex County, New York",1075,106,(X),(X),0,11,0,2.7,6,8,0.6,0.8,0,11,0,100,17,14,1.6,1.4,0,11,0,69.1,1,3,0.1,0.3,0,11,0,100,0,11,0,2.7,0,11,-,**
0600000US3603139067,3603139067,"Keene town, Essex County, New York",553,91,(X),(X),0,11,0,5.3,8,8,1.4,1.5,0,11,0,100,8,13,1.4,2.4,0,11,0,100,3,4,0.5,0.8,0,11,0,100,0,11,0,5.3,0,11,-,**
0600000US3603142114,3603142114,"Lewis town, Essex County, New York",485,53,(X),(X),0,11,0,6,0,11,0,6,0,11,-,**,22,18,4.5,3.8,0,11,0,60.7,0,11,0,6,0,11,-,**,0,11,0,6,0,11,-,**
0600000US3603147669,3603147669,"Minerva town, Essex County, New York",297,37,(X),(X),0,11,0,9.6,0,11,0,9.6,0,11,-,**,6,5,2,1.8,0,11,0,100,0,11,0,9.6,0,11,-,**,0,11,0,9.6,0,11,-,**
0600000US3603148428,3603148428,"Moriah town, Essex County, New York",1806,140,(X),(X),0,11,0,1.6,54,43,3,2.3,0,11,0,38.8,39,26,2.2,1.4,0,11,0,45.6,0,11,0,1.6,0,11,-,**,0,11,0,1.6,0,11,-,**
0600000US3603150144,3603150144,"Newcomb town, Essex County, New York",224,31,(X),(X),0,11,0,12.5,2,4,0.9,1.7,0,11,0,100,4,5,1.8,2.3,0,11,0,100,0,11,0,12.5,0,11,-,**,0,11,0,12.5,0,11,-,**
0600000US3603151935,3603151935,"North Elba town, Essex County, New York",2876,229,(X),(X),30,35,1,1.2,125,69,4.3,2.4,0,16,0,21.1,79,62,2.7,2.1,20,32,25.3,35.9,52,46,1.8,1.6,10,15,19.2,36.3,53,82,1.8,2.8,0,16,0,39.1
0600000US3603153077,3603153077,"North Hudson town, Essex County, New York",116,24,(X),(X),0,11,0,22.5,2,3,1.7,2.4,0,11,0,100,2,3,1.7,2.3,0,11,0,100,0,11,0,22.5,0,11,-,**,0,11,0,22.5,0,11,-,**
0600000US3603164529,3603164529,"St. Armand town, Essex County, New York",714,87,(X),(X),6,9,0.8,1.3,21,15,2.9,2,6,9,28.6,32.4,28,21,3.9,2.9,0,11,0,53.8,0,11,0,4.1,0,11,-,**,0,11,0,4.1,0,11,-,**
0600000US3603165629,3603165629,"Schroon town, Essex County, New York",502,90,(X),(X),0,11,0,5.8,0,11,0,5.8,0,11,-,**,0,11,0,5.8,0,11,-,**,0,11,0,5.8,0,11,-,**,0,11,0,5.8,0,11,-,**
0600000US3603173891,3603173891,"Ticonderoga town, Essex County, New York",2055,187,(X),(X),0,11,0,1.4,16,24,0.8,1.2,0,11,0,71.2,32,34,1.6,1.7,0,11,0,50.4,13,19,0.6,0.9,0,11,0,79,67,51,3.3,2.5,0,11,0,34.3
0600000US3603180775,3603180775,"Westport town, Essex County, New York",552,66,(X),(X),11,16,2,2.9,0,11,0,5.3,0,11,-,**,25,20,4.5,3.6,11,16,44,47.5,0,11,0,5.3,0,11,-,**,0,11,0,5.3,0,11,-,**
0600000US3603182271,3603182271,"Willsboro town, Essex County, New York",923,86,(X),(X),11,26,1.2,2.7,19,29,2.1,3.1,11,26,57.9,57.9,26,23,2.8,2.5,0,11,0,55.9,0,11,0,3.2,0,11,-,**,0,11,0,3.2,0,11,-,**
0600000US3603182315,3603182315,"Wilmington town, Essex County, New York",550,71,(X),(X),7,11,1.3,1.9,17,21,3.1,3.8,0,11,0,69.1,17,15,3.1,2.6,7,11,41.2,49.2,0,11,0,5.3,0,11,-,**,0,11,0,5.3,0,11,-,**
0600000US3603304319,3603304319,"Bangor town, Franklin County, New York",804,96,(X),(X),5,8,0.6,1,16,14,2,1.7,0,11,0,71.2,25,31,3.1,3.8,5,8,20,37.2,0,11,0,3.7,0,11,-,**,5,8,0.6,1,0,11,0,100
0600000US3603305716,3603305716,"Bellmont town, Franklin County, New York",673,57,(X),(X),0,11,0,4.4,3,4,0.4,0.6,0,11,0,100,23,11,3.4,1.7,0,11,0,59.4,0,11,0,4.4,0,11,-,**,3,4,0.4,0.7,0,11,0,100
0600000US3603307278,3603307278,"Bombay town, Franklin County, New York",484,76,(X),(X),2,4,0.4,0.9,7,7,1.4,1.4,0,11,0,100,3,4,0.6,0.8,0,11,0,100,3,5,0.6,1,0,11,0,100,7,7,1.4,1.4,2,4,28.6,47.1
0600000US3603307839,3603307839,"Brandon town, Franklin County, New York",227,43,(X),(X),2,3,0.9,1.4,3,6,1.3,2.6,0,11,0,100,7,7,3.1,3.1,2,3,28.6,51.4,0,11,0,12.4,0,11,-,**,0,11,0,12.4,0,11,-,**
0600000US3603308213,3603308213,"Brighton town, Franklin County, New York",367,47,(X),(X),2,3,0.5,0.9,5,5,1.4,1.4,2,3,40,59.3,16,13,4.4,3.6,0,11,0,71.2,2,3,0.5,0.9,0,11,0,100,0,11,0,7.8,0,11,-,**
0600000US3603311165,3603311165,"Burke town, Franklin County, New York",581,52,(X),(X),3,4,0.5,0.7,5,5,0.9,1,0,11,0,100,37,23,6.4,3.9,0,11,0,46.8,4,5,0.7,0.9,0,11,0,100,8,8,1.4,1.3,3,4,37.5,51.4
0600000US3603313992,3603313992,"Chateaugay town, Franklin County, New York",685,63,(X),(X),3,6,0.4,0.8,0,11,0,4.3,0,11,-,**,12,9,1.8,1.3,0,11,0,82.3,0,11,0,4.3,0,11,-,**,3,6,0.4,0.8,3,6,100,100
0600000US3603317871,3603317871,"Constable town, Franklin County, New York",632,64,(X),(X),0,11,0,4.6,7,8,1.1,1.3,0,11,0,100,14,9,2.2,1.4,0,11,0,76.1,4,5,0.6,0.9,0,11,0,100,4,6,0.6,0.9,0,11,0,100
0600000US3603320610,3603320610,"Dickinson town, Franklin County, New York",361,57,(X),(X),9,11,2.5,2.7,3,6,0.8,1.4,0,11,0,100,10,7,2.8,1.9,3,4,30,32,6,9,1.7,2.5,0,11,0,100,6,10,1.7,2.6,6,10,100,100
0600000US3603320973,3603320973,"Duane town, Franklin County, New York",90,20,(X),(X),0,11,0,27.7,0,11,0,27.7,0,11,-,**,2,4,2.2,4.7,0,11,0,100,0,11,0,27.7,0,11,-,**,0,11,0,27.7,0,11,-,**
0600000US3603326737,3603326737,"Fort Covington town, Franklin County, New York",718,85,(X),(X),0,11,0,4.1,17,11,2.4,1.6,0,11,0,69.1,22,12,3.1,1.7,0,11,0,60.7,4,5,0.6,0.7,0,11,0,100,7,7,1,0.9,0,11,0,100
0600000US3603327243,3603327243,"Franklin town, Franklin County, New York",518,66,(X),(X),0,11,0,5.6,13,11,2.5,2.2,0,11,0,79,5,8,1,1.5,0,11,0,100,10,12,1.9,2.3,0,11,0,90.1,0,11,0,5.6,0,11,-,**
0600000US3603332314,3603332314,"Harrietstown town, Franklin County, New York",2398,133,(X),(X),8,13,0.3,0.5,22,26,0.9,1.1,0,16,0,60.7,56,33,2.3,1.4,8,13,14.3,21.5,0,16,0,1.2,0,16,-,**,0,16,0,1.2,0,16,-,**
0600000US3603344721,3603344721,"Malone town, Franklin County, New York",4297,240,(X),(X),11,16,0.3,0.4,43,30,1,0.7,0,18,0,43.5,120,68,2.8,1.6,11,16,9.2,13.3,6,11,0.1,0.2,0,18,0,100,0,18,0,0.7,0,18,-,**
0600000US3603347933,3603347933,"Moira town, Franklin County, New York",1182,107,(X),(X),15,22,1.3,1.8,6,8,0.5,0.7,0,11,0,100,39,32,3.3,2.7,15,22,38.5,45,0,11,0,2.5,0,11,-,**,0,11,0,2.5,0,11,-,**
0600000US3603364727,3603364727,"St. Regis Mohawk Reservation, Franklin County, New York",1180,201,(X),(X),36,36,3.1,3,0,11,0,2.5,0,11,-,**,238,171,20.2,15.2,0,11,0,11.8,36,36,3.1,3,36,36,100,47.5,308,177,26.1,13.7,0,11,0,9.3
0600000US3603365178,3603365178,"Santa Clara town, Franklin County, New York",174,26,(X),(X),0,11,0,15.8,2,3,1.1,1.7,0,11,0,100,0,11,0,15.8,0,11,-,**,0,11,0,15.8,0,11,-,**,0,11,0,15.8,0,11,-,**
0600000US3603375676,3603375676,"Tupper Lake town, Franklin County, New York",2421,134,(X),(X),14,16,0.6,0.7,59,41,2.4,1.7,0,16,0,37,53,33,2.2,1.3,14,16,26.4,30.7,0,16,0,1.2,0,16,-,**,17,17,0.7,0.7,0,16,0,69.1
0600000US3603378795,3603378795,"Waverly town, Franklin County, New York",412,57,(X),(X),0,11,0,7,10,14,2.4,3.3,0,11,0,90.1,7,6,1.7,1.5,0,11,0,100,0,11,0,7,0,11,-,**,0,11,0,7,0,11,-,**
0600000US3603381215,3603381215,"Westville town, Franklin County, New York",752,65,(X),(X),3,5,0.4,0.7,23,16,3.1,2.1,0,11,0,59.4,32,15,4.3,2,3,5,9.4,15.9,0,11,0,3.9,0,11,-,**,0,11,0,3.9,0,11,-,**
0600000US3603506882,3603506882,"Bleecker town, Fulton County, New York",301,43,(X),(X),0,11,0,9.5,2,3,0.7,0.9,0,11,0,100,4,5,1.3,1.6,0,11,0,100,0,11,0,9.5,0,11,-,**,0,11,0,9.5,0,11,-,**
0600000US3603508433,3603508433,"Broadalbin town, Fulton County, New York",2180,115,(X),(X),14,20,0.6,0.9,25,25,1.1,1.1,14,20,56,54,64,39,2.9,1.8,0,16,0,35.3,25,34,1.1,1.6,0,16,0,57,0,16,0,1.4,0,16,-,**
0600000US3603512573,3603512573,"Caroga town, Fulton County, New York",551,65,(X),(X),0,11,0,5.3,0,11,0,5.3,0,11,-,**,19,19,3.4,3.4,0,11,0,65.4,0,11,0,5.3,0,11,-,**,0,11,0,5.3,0,11,-,**
0600000US3603524603,3603524603,"Ephratah town, Fulton County, New York",633,62,(X),(X),0,11,0,4.6,11,9,1.7,1.4,0,11,0,85.9,0,11,0,4.6,0,11,-,**,3,4,0.5,0.7,0,11,0,100,3,4,0.5,0.7,0,11,0,100
0600000US3603529443,3603529443,"Gloversville city, Fulton County, New York",6314,261,(X),(X),40,34,0.6,0.5,120,67,1.9,1,0,18,0,21.9,112,63,1.8,1,26,23,23.2,23.1,30,22,0.5,0.4,0,18,0,52,22,29,0.3,0.5,14,24,63.6,62.3
0600000US3603538781,3603538781,"Johnstown city, Fulton County, New York",3441,187,(X),(X),32,31,0.9,0.9,77,66,2.2,1.9,0,16,0,31.1,141,82,4.1,2.4,15,24,10.6,17.3,54,63,1.6,1.8,17,20,31.5,48.4,0,16,0,0.9,0,16,-,**
0600000US3603538792,3603538792,"Johnstown town, Fulton County, New York",2909,190,(X),(X),20,30,0.7,1,33,32,1.1,1.1,20,30,60.6,57.4,13,20,0.4,0.7,0,16,0,79,23,31,0.8,1.1,0,16,0,59.4,0,16,0,1,0,16,-,**
0600000US3603546217,3603546217,"Mayfield town, Fulton County, New York",2735,151,(X),(X),0,16,0,1.1,27,25,1,0.9,0,16,0,54.8,61,53,2.2,1.9,0,16,0,36.3,2,5,0.1,0.2,0,16,0,100,0,16,0,1.1,0,16,-,**
0600000US3603551407,3603551407,"Northampton town, Fulton County, New York",1096,79,(X),(X),0,11,0,2.7,5,8,0.5,0.7,0,11,0,100,28,18,2.6,1.7,0,11,0,53.8,0,11,0,2.7,0,11,-,**,0,11,0,2.7,0,11,-,**
0600000US3603555101,3603555101,"Oppenheim town, Fulton County, New York",738,74,(X),(X),7,7,0.9,0.9,8,8,1.1,1.1,0,11,0,100,21,17,2.8,2.3,7,7,33.3,40.2,0,11,0,4,0,11,-,**,0,11,0,4,0,11,-,**
0600000US3603557353,3603557353,"Perth town, Fulton County, New York",1373,87,(X),(X),0,11,0,2.2,0,11,0,2.2,0,11,-,**,83,57,6,4.1,0,11,0,29.5,0,11,0,2.2,0,11,-,**,8,13,0.6,0.9,0,11,0,100
0600000US3603571784,3603571784,"Stratford town, Fulton County, New York",264,54,(X),(X),0,11,0,10.7,0,11,0,10.7,0,11,-,**,0,11,0,10.7,0,11,-,**,0,11,0,10.7,0,11,-,**,2,4,0.8,1.6,0,11,0,100
0600000US3603700474,3603700474,"Alabama town, Genesee County, New York",688,63,(X),(X),3,4,0.4,0.6,21,19,3.1,2.8,3,4,14.3,27.5,7,8,1,1.1,0,11,0,100,0,11,0,4.3,0,11,-,**,5,8,0.7,1.1,0,11,0,100
0600000US3603701165,3603701165,"Alexander town, Genesee County, New York",1001,74,(X),(X),0,11,0,2.9,12,12,1.2,1.2,0,11,0,82.3,10,10,1,1,0,11,0,90.1,0,11,0,2.9,0,11,-,**,0,11,0,2.9,0,11,-,**
0600000US3603704715,3603704715,"Batavia city, Genesee County, New York",6079,203,(X),(X),60,50,1,0.8,182,80,3,1.3,36,45,19.8,23.1,194,68,3.2,1.1,24,23,12.4,11.2,0,18,0,0.5,0,18,-,**,0,18,0,0.5,0,18,-,**
0600000US3603704726,3603704726,"Batavia town, Genesee County, New York",3134,198,(X),(X),20,32,0.6,1,64,50,2,1.6,20,32,31.3,42.9,118,73,3.8,2.3,0,16,0,22.2,23,36,0.7,1.1,0,16,0,59.4,0,16,0,1,0,16,-,**
0600000US3603706057,3603706057,"Bergen town, Genesee County, New York",1150,78,(X),(X),0,11,0,2.6,20,19,1.7,1.6,0,11,0,63.7,34,21,3,1.8,0,11,0,48.9,2,4,0.2,0.3,0,11,0,100,0,11,0,2.6,0,11,-,**
0600000US3603706266,3603706266,"Bethany town, Genesee County, New York",740,61,(X),(X),0,11,0,4,32,34,4.3,4.5,0,11,0,50.4,6,6,0.8,0.8,0,11,0,100,0,11,0,4,0,11,-,**,0,11,0,4,0,11,-,**
0600000US3603711572,3603711572,"Byron town, Genesee County, New York",875,74,(X),(X),4,6,0.5,0.7,15,14,1.7,1.5,0,11,0,73.6,0,11,0,3.4,0,11,-,**,4,6,0.5,0.7,4,6,100,100,0,11,0,3.4,0,11,-,**
0600000US3603719719,3603719719,"Darien town, Genesee County, New York",1125,80,(X),(X),15,22,1.3,2,17,15,1.5,1.3,0,11,0,69.1,39,31,3.5,2.7,15,22,38.5,46.9,4,8,0.4,0.7,0,11,0,100,0,11,0,2.6,0,11,-,**
0600000US3603723756,3603723756,"Elba town, Genesee County, New York",808,63,(X),(X),15,22,1.9,2.7,50,26,6.2,3.2,15,22,30,36.7,5,7,0.6,0.9,0,11,0,100,3,4,0.4,0.5,0,11,0,100,9,14,1.1,1.8,0,11,0,95
0600000US3603742037,3603742037,"Le Roy town, Genesee County, New York",3165,155,(X),(X),10,17,0.3,0.5,73,64,2.3,2,0,16,0,32.3,21,23,0.7,0.7,10,17,47.6,52.4,11,17,0.3,0.5,0,16,0,85.9,0,16,0,0.9,0,16,-,**
0600000US3603754166,3603754166,"Oakfield town, Genesee County, New York",1182,75,(X),(X),10,15,0.8,1.3,25,22,2.1,1.9,10,15,40,49.2,16,13,1.4,1.1,0,11,0,71.2,16,15,1.4,1.3,0,11,0,71.2,0,11,0,2.5,0,11,-,**
0600000US3603756792,3603756792,"Pavilion town, Genesee County, New York",986,69,(X),(X),0,11,0,3,19,23,1.9,2.4,0,11,0,65.4,10,10,1,1,0,11,0,90.1,0,11,0,3,0,11,-,**,0,11,0,3,0,11,-,**
0600000US3603757078,3603757078,"Pembroke town, Genesee County, New York",1688,110,(X),(X),1,4,0.1,0.2,5,6,0.3,0.3,0,11,0,100,50,44,3,2.7,0,11,0,40.3,1,4,0.1,0.2,1,4,100,100,0,11,0,1.8,0,11,-,**
0600000US3603770607,3603770607,"Stafford town, Genesee County, New York",1068,116,(X),(X),0,11,0,2.8,23,29,2.2,2.7,0,11,0,59.4,5,7,0.5,0.7,0,11,0,100,15,14,1.4,1.3,0,11,0,73.6,0,11,0,2.8,0,11,-,**
0600000US3603775011,3603775011,"Tonawanda Reservation, Genesee County, New York",262,63,(X),(X),14,11,5.3,4.1,0,11,0,10.8,0,11,-,**,5,7,1.9,2.5,0,11,0,100,5,6,1.9,2.3,5,6,100,100,19,16,7.3,5.4,9,9,47.4,39.8
0600000US3603902803,3603902803,"Ashland town, Greene County, New York",332,64,(X),(X),3,4,0.9,1.1,10,11,3,3.1,0,11,0,90.1,11,9,3.3,2.8,3,4,27.3,29.5,3,4,0.9,1.2,0,11,0,100,0,11,0,8.6,0,11,-,**
0600000US3603902913,3603902913,"Athens town, Greene County, New York",1453,155,(X),(X),4,6,0.3,0.4,16,15,1.1,1,0,11,0,71.2,35,20,2.4,1.4,4,6,11.4,15.8,17,15,1.2,1,0,11,0,69.1,0,11,0,2,0,11,-,**
0600000US3603911649,3603911649,"Cairo town, Greene County, New York",2284,182,(X),(X),3,6,0.1,0.3,89,64,3.9,2.8,3,6,3.4,9.4,76,53,3.3,2.3,0,16,0,31.4,45,32,2,1.4,0,16,0,42.5,8,13,0.4,0.6,0,16,0,100
0600000US3603913013,3603913013,"Catskill town, Greene County, New York",4289,235,(X),(X),16,28,0.4,0.6,146,78,3.4,1.8,0,18,0,18.5,173,79,4,1.8,16,28,9.2,15.5,0,18,0,0.7,0,18,-,**,0,18,0,0.7,0,18,-,**
0600000US3603918729,3603918729,"Coxsackie town, Greene County, New York",2200,190,(X),(X),0,16,0,1.4,157,91,7.1,4.1,0,16,0,17.3,50,40,2.3,1.8,0,16,0,40.3,28,26,1.3,1.2,0,16,0,53.8,0,16,0,1.4,0,16,-,**
0600000US3603921204,3603921204,"Durham town, Greene County, New York",926,98,(X),(X),11,12,1.2,1.3,11,11,1.2,1.2,6,9,54.5,54.5,33,22,3.6,2.3,5,7,15.2,20.6,19,15,2.1,1.6,0,11,0,65.4,0,11,0,3.2,0,11,-,**
