Id,Id2,Geography,Total; Estimate; All households,Total; Margin of Error; All households,Percent; Estimate; All households,Percent; Margin of Error; All households,Limited English-speaking households; Estimate; All households,Limited English-speaking households; Margin of Error; All households,Percent limited English-speaking households; Estimate; All households,Percent limited English-speaking households; Margin of Error; All households,Total; Estimate; Households speaking -- - Spanish,Total; Margin of Error; Households speaking -- - Spanish,Percent; Estimate; Households speaking -- - Spanish,Percent; Margin of Error; Households speaking -- - Spanish,Limited English-speaking households; Estimate; Households speaking -- - Spanish,Limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Percent limited English-speaking households; Estimate; Households speaking -- - Spanish,Percent limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Total; Estimate; Households speaking -- - Other Indo-European languages,Total; Margin of Error; Households speaking -- - Other Indo-European languages,Percent; Estimate; Households speaking -- - Other Indo-European languages,Percent; Margin of Error; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Total; Estimate; Households speaking -- - Asian and Pacific Island languages,Total; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Total; Estimate; Households speaking -- - Other languages,Total; Margin of Error; Households speaking -- - Other languages,Percent; Estimate; Households speaking -- - Other languages,Percent; Margin of Error; Households speaking -- - Other languages,Limited English-speaking households; Estimate; Households speaking -- - Other languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other languages
0600000US3608959575,3608959575,"Potsdam town, St. Lawrence County, New York",4981,301,(X),(X),115,80,2.3,1.6,50,36,1,0.7,0,18,0,40.3,302,96,6.1,1.9,97,74,32.1,19,131,64,2.6,1.3,18,27,13.7,19.4,87,57,1.7,1.2,0,18,0,28.4
0600000US3608963858,3608963858,"Rossie town, St. Lawrence County, New York",310,34,(X),(X),5,8,1.6,2.4,15,14,4.8,4.5,0,11,0,73.6,19,15,6.1,4.6,5,8,26.3,38.4,0,11,0,9.2,0,11,-,**,0,11,0,9.2,0,11,-,**
0600000US3608964221,3608964221,"Russell town, St. Lawrence County, New York",735,81,(X),(X),6,11,0.8,1.5,3,4,0.4,0.5,0,11,0,100,7,7,1,0.9,0,11,0,100,0,11,0,4,0,11,-,**,9,12,1.2,1.6,6,11,66.7,53
0600000US3608971410,3608971410,"Stockholm town, St. Lawrence County, New York",1545,173,(X),(X),4,8,0.3,0.5,46,66,3,4.4,0,11,0,42,21,27,1.4,1.7,4,8,19,47.8,0,11,0,1.9,0,11,-,**,0,11,0,1.9,0,11,-,**
0600000US3608977739,3608977739,"Waddington town, St. Lawrence County, New York",864,82,(X),(X),0,11,0,3.4,0,11,0,3.4,0,11,-,**,6,7,0.7,0.9,0,11,0,100,0,11,0,3.4,0,11,-,**,0,11,0,3.4,0,11,-,**
0600000US3609104220,3609104220,"Ballston town, Saratoga County, New York",3954,149,(X),(X),21,23,0.5,0.6,50,37,1.3,0.9,0,18,0,40.3,120,51,3,1.3,9,13,7.5,10.9,49,34,1.2,0.8,0,18,0,40.7,12,19,0.3,0.5,12,19,100,82.2
0600000US3609113926,3609113926,"Charlton town, Saratoga County, New York",1668,97,(X),(X),0,11,0,1.8,14,20,0.8,1.2,0,11,0,76.1,28,28,1.7,1.7,0,11,0,53.8,0,11,0,1.8,0,11,-,**,0,11,0,1.8,0,11,-,**
0600000US3609116353,3609116353,"Clifton Park town, Saratoga County, New York",14394,276,(X),(X),109,61,0.8,0.4,515,129,3.6,0.9,19,29,3.7,5.5,865,168,6,1.2,67,50,7.7,5.2,442,108,3.1,0.8,23,27,5.2,6.1,77,48,0.5,0.3,0,24,0,31.1
0600000US3609118223,3609118223,"Corinth town, Saratoga County, New York",2502,118,(X),(X),5,7,0.2,0.3,66,51,2.6,2,0,16,0,34.6,61,31,2.4,1.2,5,7,8.2,11,0,16,0,1.2,0,16,-,**,18,21,0.7,0.8,0,16,0,67.2
0600000US3609119807,3609119807,"Day town, Saratoga County, New York",352,46,(X),(X),0,11,0,8.2,2,2,0.6,0.7,0,11,0,100,5,4,1.4,1.3,0,11,0,100,0,11,0,8.2,0,11,-,**,0,11,0,8.2,0,11,-,**
0600000US3609123591,3609123591,"Edinburg town, Saratoga County, New York",629,62,(X),(X),3,4,0.5,0.6,5,6,0.8,1,0,11,0,100,6,6,1,0.9,3,4,50,50,0,11,0,4.7,0,11,-,**,6,8,1,1.2,0,11,0,100
0600000US3609128112,3609128112,"Galway town, Saratoga County, New York",1555,109,(X),(X),0,11,0,1.9,55,66,3.5,4.3,0,11,0,38.4,86,57,5.5,3.8,0,11,0,28.7,0,11,0,1.9,0,11,-,**,11,17,0.7,1.1,0,11,0,85.9
0600000US3609130444,3609130444,"Greenfield town, Saratoga County, New York",3217,140,(X),(X),16,17,0.5,0.5,44,35,1.4,1.1,0,16,0,43,112,57,3.5,1.8,7,10,6.3,9.3,37,35,1.2,1.1,9,13,24.3,38,0,16,0,0.9,0,16,-,**
0600000US3609131269,3609131269,"Hadley town, Saratoga County, New York",745,52,(X),(X),0,11,0,3.9,5,7,0.7,1,0,11,0,100,15,13,2,1.8,0,11,0,73.6,0,11,0,3.9,0,11,-,**,0,11,0,3.9,0,11,-,**
0600000US3609131489,3609131489,"Halfmoon town, Saratoga County, New York",10319,327,(X),(X),178,90,1.7,0.9,327,131,3.2,1.3,0,21,0,8.8,445,152,4.3,1.5,79,52,17.8,10.5,414,128,4,1.3,99,69,23.9,17.8,68,78,0.7,0.8,0,21,0,33.9
0600000US3609144743,3609144743,"Malta town, Saratoga County, New York",6637,219,(X),(X),54,41,0.8,0.6,149,98,2.2,1.5,0,18,0,18.1,233,126,3.5,1.9,16,24,6.9,11.6,130,60,2,0.9,38,34,29.2,22.2,4,6,0.1,0.1,0,18,0,100
0600000US3609146360,3609146360,"Mechanicville city, Saratoga County, New York",2360,191,(X),(X),0,16,0,1.3,46,30,1.9,1.3,0,16,0,42,42,32,1.8,1.3,0,16,0,44,26,34,1.1,1.4,0,16,0,55.9,0,16,0,1.3,0,16,-,**
0600000US3609147537,3609147537,"Milton town, Saratoga County, New York",7682,254,(X),(X),67,85,0.9,1.1,152,80,2,1.1,0,18,0,17.8,369,170,4.8,2.2,52,82,14.1,21,10,18,0.1,0.2,0,18,0,90.1,25,29,0.3,0.4,15,24,60,60
0600000US3609148318,3609148318,"Moreau town, Saratoga County, New York",6340,265,(X),(X),46,54,0.7,0.8,54,54,0.9,0.8,31,46,57.4,50.4,171,80,2.7,1.3,15,25,8.8,14.7,0,18,0,0.5,0,18,-,**,18,25,0.3,0.4,0,18,0,67.2
0600000US3609153737,3609153737,"Northumberland town, Saratoga County, New York",1838,100,(X),(X),8,13,0.4,0.7,90,64,4.9,3.4,0,16,0,27.7,17,18,0.9,1,8,13,47.1,52.9,6,10,0.3,0.5,0,16,0,100,0,16,0,1.6,0,16,-,**
0600000US3609159949,3609159949,"Providence town, Saratoga County, New York",840,53,(X),(X),0,11,0,3.5,7,9,0.8,1,0,11,0,100,9,12,1.1,1.5,0,11,0,95,0,11,0,3.5,0,11,-,**,0,11,0,3.5,0,11,-,**
0600000US3609165244,3609165244,"Saratoga town, Saratoga County, New York",2201,107,(X),(X),0,16,0,1.4,35,30,1.6,1.4,0,16,0,48.2,37,25,1.7,1.1,0,16,0,46.8,41,40,1.9,1.8,0,16,0,44.5,0,16,0,1.4,0,16,-,**
0600000US3609165255,3609165255,"Saratoga Springs city, Saratoga County, New York",12217,426,(X),(X),86,72,0.7,0.6,334,138,2.7,1.1,15,24,4.5,7.4,648,218,5.3,1.8,41,46,6.3,6.8,352,178,2.9,1.5,30,36,8.5,11.1,55,91,0.5,0.7,0,21,0,38.4
0600000US3609171333,3609171333,"Stillwater town, Saratoga County, New York",3341,167,(X),(X),13,22,0.4,0.6,49,45,1.5,1.4,13,22,26.5,33.1,52,37,1.6,1.1,0,16,0,39.5,24,27,0.7,0.8,0,16,0,58.2,19,31,0.6,0.9,0,16,0,65.4
0600000US3609178531,3609178531,"Waterford town, Saratoga County, New York",3622,209,(X),(X),0,16,0,0.8,85,70,2.3,2,0,16,0,28.9,105,59,2.9,1.6,0,16,0,24.5,61,48,1.7,1.3,0,16,0,36.3,0,16,0,0.8,0,16,-,**
0600000US3609182403,3609182403,"Wilton town, Saratoga County, New York",6716,294,(X),(X),65,57,1,0.8,126,81,1.9,1.2,21,34,16.7,26.2,164,81,2.4,1.2,7,12,4.3,7.1,79,51,1.2,0.7,37,43,46.8,41.6,0,18,0,0.4,0,18,-,**
0600000US3609321006,3609321006,"Duanesburg town, Schenectady County, New York",1934,187,(X),(X),14,19,0.7,0.9,64,47,3.3,2.5,12,19,18.8,30.8,30,31,1.6,1.7,2,4,6.7,19.8,13,23,0.7,1.2,0,16,0,79,0,16,0,1.5,0,16,-,**
0600000US3609329366,3609329366,"Glenville town, Schenectady County, New York",10753,398,(X),(X),49,37,0.5,0.3,215,91,2,0.8,34,32,15.8,13.4,315,100,2.9,0.9,9,14,2.9,4.5,98,50,0.9,0.5,6,10,6.1,10.3,46,41,0.4,0.4,0,21,0,42
0600000US3609351264,3609351264,"Niskayuna town, Schenectady County, New York",7378,298,(X),(X),222,122,3,1.6,275,116,3.7,1.5,57,80,20.7,23.1,657,141,8.9,1.9,42,43,6.4,6.3,425,110,5.8,1.5,113,80,26.6,16,113,68,1.5,0.9,10,17,8.8,15.1
0600000US3609359861,3609359861,"Princetown town, Schenectady County, New York",640,79,(X),(X),4,5,0.6,0.9,10,12,1.6,1.9,0,11,0,90.1,33,21,5.2,3.3,4,5,12.1,14.9,0,11,0,4.6,0,11,-,**,0,11,0,4.6,0,11,-,**
0600000US3609363935,3609363935,"Rotterdam town, Schenectady County, New York",10308,325,(X),(X),94,38,0.9,0.4,306,110,3,1.1,24,22,7.8,8,475,97,4.6,0.9,67,30,14.1,6.5,58,41,0.6,0.4,3,4,5.2,8,33,32,0.3,0.3,0,21,0,49.6
0600000US3609365508,3609365508,"Schenectady city, Schenectady County, New York",22812,642,(X),(X),822,178,3.6,0.8,1443,202,6.3,0.9,472,167,32.7,10.1,1171,212,5.1,0.9,270,98,23.1,6.7,303,99,1.3,0.4,35,26,11.6,8,240,90,1.1,0.4,45,35,18.8,12.1
0600000US3609506893,3609506893,"Blenheim town, Schoharie County, New York",133,32,(X),(X),3,4,2.3,2.9,0,11,0,20,0,11,-,**,9,7,6.8,5.5,1,2,11.1,32.9,0,11,0,20,0,11,-,**,2,3,1.5,2.5,2,3,100,100
0600000US3609510154,3609510154,"Broome town, Schoharie County, New York",388,55,(X),(X),4,5,1,1.4,20,14,5.2,3.5,0,11,0,63.7,17,11,4.4,2.8,4,5,23.5,28.9,0,11,0,7.4,0,11,-,**,0,11,0,7.4,0,11,-,**
0600000US3609512452,3609512452,"Carlisle town, Schoharie County, New York",730,65,(X),(X),4,5,0.5,0.7,18,18,2.5,2.5,4,5,22.2,34.1,3,4,0.4,0.6,0,11,0,100,18,26,2.5,3.5,0,11,0,67.2,0,11,0,4,0,11,-,**
0600000US3609516639,3609516639,"Cobleskill town, Schoharie County, New York",2271,148,(X),(X),8,14,0.4,0.6,38,35,1.7,1.5,0,16,0,46.2,17,20,0.7,0.9,8,14,47.1,52.9,7,12,0.3,0.5,0,16,0,100,42,47,1.8,2.1,0,16,0,44
0600000US3609517651,3609517651,"Conesville town, Schoharie County, New York",335,43,(X),(X),4,6,1.2,1.8,15,10,4.5,3,0,11,0,73.6,35,16,10.4,4.8,4,6,11.4,14.7,0,11,0,8.6,0,11,-,**,0,11,0,8.6,0,11,-,**
0600000US3609524724,3609524724,"Esperance town, Schoharie County, New York",751,94,(X),(X),0,11,0,3.9,11,12,1.5,1.6,0,11,0,85.9,0,11,0,3.9,0,11,-,**,1,3,0.1,0.4,0,11,0,100,0,11,0,3.9,0,11,-,**
0600000US3609527826,3609527826,"Fulton town, Schoharie County, New York",549,69,(X),(X),0,11,0,5.3,2,5,0.4,0.9,0,11,0,100,12,8,2.2,1.5,0,11,0,82.3,0,11,0,5.3,0,11,-,**,9,14,1.6,2.4,0,11,0,95
0600000US3609528981,3609528981,"Gilboa town, Schoharie County, New York",488,64,(X),(X),0,11,0,6,29,11,5.9,2.3,0,11,0,52.9,16,12,3.3,2.5,0,11,0,71.2,0,11,0,6,0,11,-,**,0,11,0,6,0,11,-,**
0600000US3609538440,3609538440,"Jefferson town, Schoharie County, New York",607,74,(X),(X),3,4,0.5,0.7,0,11,0,4.8,0,11,-,**,29,11,4.8,1.9,3,4,10.3,13.3,0,11,0,4.8,0,11,-,**,0,11,0,4.8,0,11,-,**
0600000US3609546855,3609546855,"Middleburgh town, Schoharie County, New York",1599,109,(X),(X),0,11,0,1.9,27,26,1.7,1.6,0,11,0,54.8,44,23,2.8,1.5,0,11,0,43,17,26,1.1,1.6,0,11,0,69.1,2,4,0.1,0.3,0,11,0,100
0600000US3609561599,3609561599,"Richmondville town, Schoharie County, New York",1007,108,(X),(X),0,11,0,2.9,0,11,0,2.9,0,11,-,**,11,11,1.1,1.1,0,11,0,85.9,5,7,0.5,0.7,0,11,0,100,10,7,1,0.7,0,11,0,90.1
0600000US3609565596,3609565596,"Schoharie town, Schoharie County, New York",1193,101,(X),(X),0,11,0,2.5,11,15,0.9,1.3,0,11,0,85.9,36,32,3,2.6,0,11,0,47.5,0,11,0,2.5,0,11,-,**,14,21,1.2,1.7,0,11,0,76.1
0600000US3609566542,3609566542,"Seward town, Schoharie County, New York",649,60,(X),(X),6,6,0.9,0.9,6,6,0.9,1,0,11,0,100,21,11,3.2,1.7,6,6,28.6,23.3,0,11,0,4.5,0,11,-,**,0,11,0,4.5,0,11,-,**
0600000US3609566641,3609566641,"Sharon town, Schoharie County, New York",776,63,(X),(X),0,11,0,3.8,27,21,3.5,2.7,0,11,0,54.8,13,10,1.7,1.3,0,11,0,79,7,10,0.9,1.4,0,11,0,100,3,5,0.4,0.7,0,11,0,100
0600000US3609572070,3609572070,"Summit town, Schoharie County, New York",431,64,(X),(X),6,7,1.4,1.6,6,6,1.4,1.3,0,11,0,100,13,10,3,2.3,6,7,46.2,39,4,7,0.9,1.6,0,11,0,100,2,5,0.5,1.1,0,11,0,100
0600000US3609583195,3609583195,"Wright town, Schoharie County, New York",632,74,(X),(X),11,11,1.7,1.6,10,9,1.6,1.4,6,7,60,48.8,22,16,3.5,2.4,5,8,22.7,34.8,0,11,0,4.6,0,11,-,**,0,11,0,4.6,0,11,-,**
0600000US3609712914,3609712914,"Catharine town, Schuyler County, New York",669,72,(X),(X),0,11,0,4.4,0,11,0,4.4,0,11,-,**,20,13,3,1.9,0,11,0,63.7,3,4,0.4,0.7,0,11,0,100,0,11,0,4.4,0,11,-,**
0600000US3609713112,3609713112,"Cayuta town, Schuyler County, New York",207,41,(X),(X),0,11,0,13.5,5,7,2.4,3.6,0,11,0,100,0,11,0,13.5,0,11,-,**,1,3,0.5,1.7,0,11,0,100,0,11,0,13.5,0,11,-,**
0600000US3609720676,3609720676,"Dix town, Schuyler County, New York",1570,96,(X),(X),8,13,0.5,0.8,24,32,1.5,2,0,11,0,58.2,43,28,2.7,1.8,8,13,18.6,30.8,0,11,0,1.9,0,11,-,**,0,11,0,1.9,0,11,-,**
0600000US3609733073,3609733073,"Hector town, Schuyler County, New York",2213,155,(X),(X),0,11,0,1.3,33,39,1.5,1.8,0,11,0,49.6,63,57,2.8,2.6,0,11,0,35.6,3,4,0.1,0.2,0,11,0,100,0,11,0,1.3,0,11,-,**
0600000US3609748186,3609748186,"Montour town, Schuyler County, New York",997,83,(X),(X),4,6,0.4,0.6,8,8,0.8,0.8,4,6,50,50,19,17,1.9,1.7,0,11,0,65.4,0,11,0,3,0,11,-,**,0,11,0,3,0,11,-,**
0600000US3609755156,3609755156,"Orange town, Schuyler County, New York",515,54,(X),(X),0,11,0,5.7,0,11,0,5.7,0,11,-,**,0,11,0,5.7,0,11,-,**,0,11,0,5.7,0,11,-,**,0,11,0,5.7,0,11,-,**
0600000US3609760763,3609760763,"Reading town, Schuyler County, New York",622,57,(X),(X),12,11,1.9,1.7,19,17,3.1,2.7,8,9,42.1,38.7,25,15,4,2.4,4,5,16,21.1,4,5,0.6,0.8,0,11,0,100,4,5,0.6,0.9,0,11,0,100
0600000US3609775924,3609775924,"Tyrone town, Schuyler County, New York",651,62,(X),(X),0,11,0,4.5,24,15,3.7,2.3,0,11,0,58.2,11,9,1.7,1.4,0,11,0,85.9,0,11,0,4.5,0,11,-,**,0,11,0,4.5,0,11,-,**
0600000US3609918663,3609918663,"Covert town, Seneca County, New York",913,67,(X),(X),2,3,0.2,0.4,20,27,2.2,2.9,0,11,0,63.7,41,24,4.5,2.6,0,11,0,44.5,15,13,1.6,1.4,2,3,13.3,23.2,7,9,0.8,1,0,11,0,100
0600000US3609925505,3609925505,"Fayette town, Seneca County, New York",1592,97,(X),(X),26,25,1.6,1.5,28,29,1.8,1.8,11,17,39.3,56,76,42,4.8,2.6,15,17,19.7,25.7,13,21,0.8,1.3,0,11,0,79,0,11,0,1.9,0,11,-,**
0600000US3609928640,3609928640,"Geneva city, Seneca County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
0600000US3609938858,3609938858,"Junius town, Seneca County, New York",536,55,(X),(X),3,5,0.6,0.9,8,10,1.5,1.7,0,11,0,100,24,14,4.5,2.4,3,5,12.5,17,0,11,0,5.4,0,11,-,**,0,11,0,5.4,0,11,-,**
0600000US3609943225,3609943225,"Lodi town, Seneca County, New York",712,66,(X),(X),0,11,0,4.1,7,7,1,0.9,0,11,0,100,23,17,3.2,2.3,0,11,0,59.4,0,11,0,4.1,0,11,-,**,0,11,0,4.1,0,11,-,**
0600000US3609955827,3609955827,"Ovid town, Seneca County, New York",941,75,(X),(X),17,14,1.8,1.4,10,10,1.1,1,0,11,0,90.1,64,25,6.8,2.6,17,14,26.6,17.9,8,13,0.9,1.3,0,11,0,100,0,11,0,3.1,0,11,-,**
0600000US3609963440,3609963440,"Romulus town, Seneca County, New York",773,138,(X),(X),14,10,1.8,1.2,15,14,1.9,1.6,0,11,0,73.6,68,36,8.8,4.3,14,10,20.6,13.6,0,11,0,3.8,0,11,-,**,6,10,0.8,1.2,0,11,0,100
0600000US3609966333,3609966333,"Seneca Falls town, Seneca County, New York",3861,165,(X),(X),16,20,0.4,0.5,101,50,2.6,1.3,14,19,13.9,17.8,252,109,6.5,2.8,2,3,0.8,1.2,58,26,1.5,0.7,0,16,0,37.4,19,21,0.5,0.5,0,16,0,65.4
0600000US3609975902,3609975902,"Tyre town, Seneca County, New York",367,48,(X),(X),2,3,0.5,0.8,4,7,1.1,1.9,0,11,0,100,17,14,4.6,3.6,2,3,11.8,18.9,0,11,0,7.8,0,11,-,**,0,11,0,7.8,0,11,-,**
0600000US3609976958,3609976958,"Varick town, Seneca County, New York",654,56,(X),(X),4,5,0.6,0.8,16,12,2.4,1.8,0,11,0,71.2,51,25,7.8,3.8,4,5,7.8,10.6,0,11,0,4.5,0,11,-,**,0,11,0,4.5,0,11,-,**
0600000US3609978564,3609978564,"Waterloo town, Seneca County, New York",3187,151,(X),(X),12,18,0.4,0.6,103,50,3.2,1.5,12,18,11.7,18.2,64,45,2,1.4,0,16,0,35.3,18,28,0.6,0.9,0,16,0,67.2,0,16,0,0.9,0,16,-,**
0600000US3610100287,3610100287,"Addison town, Steuben County, New York",1000,62,(X),(X),10,16,1,1.6,12,18,1.2,1.8,0,11,0,82.3,22,20,2.2,1.9,10,16,45.5,49,8,8,0.8,0.8,0,11,0,100,0,11,0,3,0,11,-,**
0600000US3610103342,3610103342,"Avoca town, Steuben County, New York",866,70,(X),(X),0,11,0,3.4,5,8,0.6,0.9,0,11,0,100,30,17,3.5,2,0,11,0,52,0,11,0,3.4,0,11,-,**,0,11,0,3.4,0,11,-,**
0600000US3610104770,3610104770,"Bath town, Steuben County, New York",5083,205,(X),(X),8,13,0.2,0.3,97,59,1.9,1.2,0,18,0,26.1,124,61,2.4,1.2,0,18,0,21.3,10,9,0.2,0.2,0,18,0,90.1,8,13,0.2,0.3,8,13,100,100
0600000US3610107740,3610107740,"Bradford town, Steuben County, New York",323,41,(X),(X),0,11,0,8.9,3,4,0.9,1.3,0,11,0,100,2,4,0.6,1.1,0,11,0,100,0,11,0,8.9,0,11,-,**,0,11,0,8.9,0,11,-,**
0600000US3610111880,3610111880,"Cameron town, Steuben County, New York",350,43,(X),(X),0,11,0,8.2,4,6,1.1,1.6,0,11,0,100,23,19,6.6,5.2,0,11,0,59.4,0,11,0,8.2,0,11,-,**,0,11,0,8.2,0,11,-,**
0600000US3610111946,3610111946,"Campbell town, Steuben County, New York",1450,101,(X),(X),0,11,0,2,9,14,0.6,1,0,11,0,95,30,28,2.1,1.9,0,11,0,52,0,11,0,2,0,11,-,**,5,9,0.3,0.6,0,11,0,100
0600000US3610112265,3610112265,"Canisteo town, Steuben County, New York",1320,84,(X),(X),0,11,0,2.2,18,14,1.4,1.1,0,11,0,67.2,5,8,0.4,0.6,0,11,0,100,0,11,0,2.2,0,11,-,**,0,11,0,2.2,0,11,-,**
0600000US3610112991,3610112991,"Caton town, Steuben County, New York",730,71,(X),(X),0,11,0,4,0,11,0,4,0,11,-,**,20,15,2.7,2,0,11,0,63.7,7,10,1,1.3,0,11,0,100,0,11,0,4,0,11,-,**
0600000US3610116738,3610116738,"Cohocton town, Steuben County, New York",897,61,(X),(X),0,11,0,3.3,9,9,1,1,0,11,0,95,10,9,1.1,1,0,11,0,90.1,0,11,0,3.3,0,11,-,**,0,11,0,3.3,0,11,-,**
0600000US3610118256,3610118256,"Corning city, Steuben County, New York",5178,218,(X),(X),43,32,0.8,0.6,110,69,2.1,1.3,27,32,24.5,27.4,161,65,3.1,1.2,0,18,0,16.9,115,55,2.2,1.1,16,19,13.9,17.9,0,18,0,0.6,0,18,-,**
0600000US3610118267,3610118267,"Corning town, Steuben County, New York",2507,89,(X),(X),13,11,0.5,0.5,41,30,1.6,1.2,0,16,0,44.5,68,33,2.7,1.3,4,6,5.9,8.4,31,25,1.2,1,9,11,29,37.4,0,16,0,1.2,0,16,-,**
0600000US3610119675,3610119675,"Dansville town, Steuben County, New York",721,55,(X),(X),0,11,0,4.1,4,5,0.6,0.7,0,11,0,100,6,7,0.8,0.9,0,11,0,100,3,5,0.4,0.6,0,11,0,100,0,11,0,4.1,0,11,-,**
0600000US3610124647,3610124647,"Erwin town, Steuben County, New York",3510,172,(X),(X),71,56,2,1.6,50,45,1.4,1.3,0,16,0,40.3,217,109,6.2,3.1,10,16,4.6,7.5,222,90,6.3,2.5,61,53,27.5,23.4,19,23,0.5,0.6,0,16,0,65.4
0600000US3610127551,3610127551,"Fremont town, Steuben County, New York",429,48,(X),(X),0,11,0,6.8,0,11,0,6.8,0,11,-,**,0,11,0,6.8,0,11,-,**,0,11,0,6.8,0,11,-,**,0,11,0,6.8,0,11,-,**
0600000US3610130741,3610130741,"Greenwood town, Steuben County, New York",290,41,(X),(X),0,11,0,9.8,0,11,0,9.8,0,11,-,**,5,5,1.7,1.6,0,11,0,100,0,11,0,9.8,0,11,-,**,0,11,0,9.8,0,11,-,**
0600000US3610132567,3610132567,"Hartsville town, Steuben County, New York",291,41,(X),(X),0,11,0,9.8,6,6,2.1,2.1,0,11,0,100,7,11,2.4,3.8,0,11,0,100,0,11,0,9.8,0,11,-,**,0,11,0,9.8,0,11,-,**
0600000US3610135661,3610135661,"Hornby town, Steuben County, New York",679,39,(X),(X),0,11,0,4.3,12,9,1.8,1.4,0,11,0,82.3,7,9,1,1.2,0,11,0,100,0,11,0,4.3,0,11,-,**,0,11,0,4.3,0,11,-,**
0600000US3610135672,3610135672,"Hornell city, Steuben County, New York",3393,168,(X),(X),23,30,0.7,0.9,37,26,1.1,0.8,0,16,0,46.8,93,44,2.7,1.3,13,20,14,20,17,27,0.5,0.8,0,16,0,69.1,10,16,0.3,0.5,10,16,100,90.1
0600000US3610135683,3610135683,"Hornellsville town, Steuben County, New York",1841,76,(X),(X),6,8,0.3,0.4,55,48,3,2.6,5,8,9.1,15.5,19,12,1,0.6,1,3,5.3,20.1,3,4,0.2,0.2,0,11,0,100,2,3,0.1,0.2,0,11,0,100
0600000US3610135837,3610135837,"Howard town, Steuben County, New York",579,58,(X),(X),0,11,0,5,6,6,1,1.1,0,11,0,100,7,7,1.2,1.2,0,11,0,100,5,8,0.9,1.3,0,11,0,100,0,11,0,5,0,11,-,**
0600000US3610138319,3610138319,"Jasper town, Steuben County, New York",454,66,(X),(X),27,16,5.9,3.5,6,5,1.3,1.2,0,11,0,100,104,43,22.9,8.8,27,16,26,18.3,0,11,0,6.4,0,11,-,**,0,11,0,6.4,0,11,-,**
0600000US3610142576,3610142576,"Lindley town, Steuben County, New York",780,77,(X),(X),0,11,0,3.8,3,5,0.4,0.7,0,11,0,100,21,16,2.7,2,0,11,0,62.2,0,11,0,3.8,0,11,-,**,0,11,0,3.8,0,11,-,**
0600000US3610159718,3610159718,"Prattsburgh town, Steuben County, New York",827,86,(X),(X),14,12,1.7,1.4,21,17,2.5,1.9,5,7,23.8,29.6,29,18,3.5,2.1,9,10,31,27.5,10,11,1.2,1.3,0,11,0,90.1,0,11,0,3.6,0,11,-,**
0600000US3610159982,3610159982,"Pulteney town, Steuben County, New York",629,80,(X),(X),2,4,0.3,0.7,4,6,0.6,0.9,0,11,0,100,38,17,6,2.8,2,4,5.3,12,0,11,0,4.7,0,11,-,**,11,16,1.7,2.6,0,11,0,85.9
0600000US3610160653,3610160653,"Rathbone town, Steuben County, New York",378,52,(X),(X),2,4,0.5,1.1,0,11,0,7.6,0,11,-,**,37,26,9.8,6.6,2,4,5.4,12.8,0,11,0,7.6,0,11,-,**,0,11,0,7.6,0,11,-,**
0600000US3610173836,3610173836,"Thurston town, Steuben County, New York",495,58,(X),(X),0,11,0,5.9,12,10,2.4,2,0,11,0,82.3,10,14,2,2.9,0,11,0,90.1,0,11,0,5.9,0,11,-,**,0,11,0,5.9,0,11,-,**
0600000US3610175440,3610175440,"Troupsburg town, Steuben County, New York",393,47,(X),(X),14,17,3.6,4.2,4,5,1,1.2,0,11,0,100,26,19,6.6,4.5,14,17,53.8,37.7,5,8,1.3,2.1,0,11,0,100,0,11,0,7.3,0,11,-,**
0600000US3610175737,3610175737,"Tuscarora town, Steuben County, New York",557,57,(X),(X),0,11,0,5.2,18,20,3.2,3.5,0,11,0,67.2,6,7,1.1,1.3,0,11,0,100,0,11,0,5.2,0,11,-,**,0,11,0,5.2,0,11,-,**
0600000US3610176496,3610176496,"Urbana town, Steuben County, New York",938,65,(X),(X),8,10,0.9,1,12,10,1.3,1.1,0,11,0,82.3,10,11,1.1,1.1,8,10,80,37.7,0,11,0,3.1,0,11,-,**,0,11,0,3.1,0,11,-,**
